_id,date_vente,montant,produit,region,timestamp_traitement
680118c18628d61813526578,2025-04-17 12:18:37,748.55,Appareil photo,Pays-Bas,2025-04-17 15:05:37
680118c18628d61813526579,2025-04-17 12:40:37,431.63,Enceinte Bluetooth,Espagne,2025-04-17 15:05:37
680118c18628d6181352657a,2025-04-16 18:34:37,974.13,Montre connectée,Suisse,2025-04-17 15:05:37
680118c18628d6181352657b,2025-04-17 13:19:37,1995.07,Console de jeux,Allemagne,2025-04-17 15:05:37
680118c38628d6181352657c,2025-04-17 07:56:39,460.09,Drone,Royaume-Uni,2025-04-17 15:05:39
680118c38628d6181352657d,2025-04-17 05:15:39,1402.38,Drone,Portugal,2025-04-17 15:05:39
680118c38628d6181352657e,2025-04-17 03:58:39,939.69,Console de jeux,Allemagne,2025-04-17 15:05:39
680118c68628d6181352657f,2025-04-17 00:03:42,504.81,Écouteurs sans fil,Belgique,2025-04-17 15:05:42
680118c98628d61813526580,2025-04-16 23:14:45,1461.71,Tablette,Royaume-Uni,2025-04-17 15:05:45
680118c98628d61813526581,2025-04-17 02:15:45,1032.15,Appareil photo,Belgique,2025-04-17 15:05:45
680118cc8628d61813526582,2025-04-16 20:21:48,1498.68,Téléviseur,Autriche,2025-04-17 15:05:48
680118cc8628d61813526583,2025-04-17 13:41:48,1026.29,Téléviseur,Portugal,2025-04-17 15:05:48
680118ce8628d61813526584,2025-04-16 17:39:50,379.85,Console de jeux,Portugal,2025-04-17 15:05:50
680118d08628d61813526585,2025-04-16 19:48:52,1800.04,Ordinateur portable,Italie,2025-04-17 15:05:52
680118d48628d61813526586,2025-04-16 21:24:56,178.13,Écouteurs sans fil,France,2025-04-17 15:05:56
680118d48628d61813526587,2025-04-17 13:28:56,881.67,Écouteurs sans fil,Royaume-Uni,2025-04-17 15:05:56
680118d68628d61813526588,2025-04-16 18:51:58,420.55,Appareil photo,Autriche,2025-04-17 15:05:58
680118d88628d61813526589,2025-04-16 19:17:00,941.54,Drone,Royaume-Uni,2025-04-17 15:06:00
680118d88628d6181352658a,2025-04-16 21:34:00,1186.13,Écouteurs sans fil,France,2025-04-17 15:06:00
680118da8628d6181352658b,2025-04-16 15:38:02,792.9,Drone,Espagne,2025-04-17 15:06:02
680118da8628d6181352658c,2025-04-17 06:57:02,1944.7,Console de jeux,Suisse,2025-04-17 15:06:02
680118de8628d6181352658d,2025-04-16 20:47:06,701.76,Appareil photo,Portugal,2025-04-17 15:06:06
680118de8628d6181352658e,2025-04-16 23:50:06,1459.66,Tablette,Suisse,2025-04-17 15:06:06
680118df8628d6181352658f,2025-04-17 12:48:07,251.4,Téléviseur,Pays-Bas,2025-04-17 15:06:07
680118df8628d61813526590,2025-04-17 06:42:07,1835.71,Téléviseur,Allemagne,2025-04-17 15:06:07
680118df8628d61813526591,2025-04-16 16:03:07,1262.24,Appareil photo,Belgique,2025-04-17 15:06:07
680118e28628d61813526592,2025-04-16 22:02:10,1248.19,Drone,Italie,2025-04-17 15:06:10
680118e78628d61813526593,2025-04-17 05:56:15,1853.6,Enceinte Bluetooth,Belgique,2025-04-17 15:06:15
680118e78628d61813526594,2025-04-16 21:17:15,113.75,Écouteurs sans fil,France,2025-04-17 15:06:15
680118e78628d61813526595,2025-04-17 11:45:15,1404.04,Appareil photo,Autriche,2025-04-17 15:06:15
680118e78628d61813526596,2025-04-17 08:09:15,1570.73,Téléphone intelligent,Royaume-Uni,2025-04-17 15:06:15
680118eb8628d61813526597,2025-04-17 14:38:19,951.33,Montre connectée,Belgique,2025-04-17 15:06:19
680118eb8628d61813526598,2025-04-17 10:26:19,1015.62,Enceinte Bluetooth,Allemagne,2025-04-17 15:06:19
680118eb8628d61813526599,2025-04-17 01:11:19,532.64,Montre connectée,Pays-Bas,2025-04-17 15:06:19
680118eb8628d6181352659a,2025-04-16 20:49:19,1054.21,Écouteurs sans fil,Portugal,2025-04-17 15:06:19
680118eb8628d6181352659b,2025-04-17 08:33:19,1577.44,Téléviseur,Italie,2025-04-17 15:06:19
680118f08628d6181352659c,2025-04-17 09:22:24,451.45,Appareil photo,Allemagne,2025-04-17 15:06:24
680118f08628d6181352659d,2025-04-17 13:18:24,1101.24,Montre connectée,Autriche,2025-04-17 15:06:24
680118f08628d6181352659e,2025-04-17 10:44:24,1553.89,Écouteurs sans fil,Royaume-Uni,2025-04-17 15:06:24
680118f38628d6181352659f,2025-04-16 20:14:27,1200.08,Ordinateur portable,Allemagne,2025-04-17 15:06:27
680118f38628d618135265a0,2025-04-17 03:50:27,1900.64,Enceinte Bluetooth,Royaume-Uni,2025-04-17 15:06:27
680118f38628d618135265a1,2025-04-16 19:12:27,260.64,Enceinte Bluetooth,Pays-Bas,2025-04-17 15:06:27
680118f68628d618135265a2,2025-04-17 09:27:30,218.63,Téléviseur,Portugal,2025-04-17 15:06:30
680118f68628d618135265a3,2025-04-16 17:40:30,1295.69,Montre connectée,Suisse,2025-04-17 15:06:30
680118f68628d618135265a4,2025-04-17 02:08:30,367.34,Écouteurs sans fil,Portugal,2025-04-17 15:06:30
680118f68628d618135265a5,2025-04-16 17:27:30,469.6,Appareil photo,Autriche,2025-04-17 15:06:30
680118fa8628d618135265a6,2025-04-17 03:01:34,1366.7,Drone,Portugal,2025-04-17 15:06:34
680118fa8628d618135265a7,2025-04-17 07:16:34,1403.66,Drone,Allemagne,2025-04-17 15:06:34
680118fa8628d618135265a8,2025-04-16 21:43:34,1469.98,Montre connectée,Suisse,2025-04-17 15:06:34
680118fc8628d618135265a9,2025-04-17 13:34:36,438.3,Tablette,France,2025-04-17 15:06:36
680118fc8628d618135265aa,2025-04-16 22:06:36,295.41,Drone,Pays-Bas,2025-04-17 15:06:36
680118ff8628d618135265ab,2025-04-17 13:17:39,769.3,Téléviseur,Espagne,2025-04-17 15:06:39
680119048628d618135265ac,2025-04-17 06:42:44,1564.06,Téléphone intelligent,France,2025-04-17 15:06:44
680119048628d618135265ad,2025-04-17 13:46:44,1738.81,Téléphone intelligent,Belgique,2025-04-17 15:06:44
680119048628d618135265ae,2025-04-17 09:49:44,398.97,Écouteurs sans fil,Belgique,2025-04-17 15:06:44
680119048628d618135265af,2025-04-17 13:55:44,62.26,Enceinte Bluetooth,Allemagne,2025-04-17 15:06:44
680119088628d618135265b0,2025-04-17 10:53:48,409.12,Drone,Royaume-Uni,2025-04-17 15:06:48
680119088628d618135265b1,2025-04-17 10:14:48,1166.83,Téléphone intelligent,Espagne,2025-04-17 15:06:48
6801190c8628d618135265b2,2025-04-16 20:45:52,665.37,Console de jeux,Belgique,2025-04-17 15:06:52
6801190c8628d618135265b3,2025-04-17 07:03:52,202.88,Téléphone intelligent,Italie,2025-04-17 15:06:52
6801190c8628d618135265b4,2025-04-17 13:53:52,1188.03,Téléphone intelligent,Pays-Bas,2025-04-17 15:06:52
680119108628d618135265b5,2025-04-16 18:03:56,157.33,Montre connectée,France,2025-04-17 15:06:56
680119108628d618135265b6,2025-04-17 05:38:56,1122.97,Tablette,Belgique,2025-04-17 15:06:56
680119108628d618135265b7,2025-04-17 08:49:56,63.97,Tablette,Royaume-Uni,2025-04-17 15:06:56
680119108628d618135265b8,2025-04-17 06:36:56,258.29,Appareil photo,Autriche,2025-04-17 15:06:56
680119108628d618135265b9,2025-04-17 01:58:56,336.81,Drone,Espagne,2025-04-17 15:06:56
680119148628d618135265ba,2025-04-16 23:28:00,1468.63,Téléphone intelligent,Allemagne,2025-04-17 15:07:00
680119148628d618135265bb,2025-04-17 06:34:00,1504.51,Ordinateur portable,Espagne,2025-04-17 15:07:00
680119148628d618135265bc,2025-04-16 17:31:00,1191.65,Montre connectée,Italie,2025-04-17 15:07:00
680119168628d618135265bd,2025-04-17 12:21:02,1381.08,Ordinateur portable,Pays-Bas,2025-04-17 15:07:02
680119168628d618135265be,2025-04-16 23:22:02,1880.52,Téléviseur,Italie,2025-04-17 15:07:02
680119168628d618135265bf,2025-04-16 22:50:02,1194.89,Console de jeux,Belgique,2025-04-17 15:07:02
680119168628d618135265c0,2025-04-16 22:34:02,253.11,Appareil photo,Portugal,2025-04-17 15:07:02
680119168628d618135265c1,2025-04-16 18:50:02,448.57,Montre connectée,Allemagne,2025-04-17 15:07:02
6801191a8628d618135265c2,2025-04-17 01:34:06,1652.21,Appareil photo,Suisse,2025-04-17 15:07:06
6801191a8628d618135265c3,2025-04-17 04:36:06,1570.78,Écouteurs sans fil,Autriche,2025-04-17 15:07:06
6801191a8628d618135265c4,2025-04-17 11:46:06,784.32,Téléphone intelligent,France,2025-04-17 15:07:06
6801191a8628d618135265c5,2025-04-17 02:59:06,904.73,Téléphone intelligent,France,2025-04-17 15:07:06
6801191b8628d618135265c6,2025-04-17 13:29:07,1062.39,Téléphone intelligent,Allemagne,2025-04-17 15:07:07
6801191b8628d618135265c7,2025-04-17 09:22:07,1316.44,Tablette,France,2025-04-17 15:07:07
6801191e8628d618135265c8,2025-04-17 02:32:10,648.92,Appareil photo,France,2025-04-17 15:07:10
6801191e8628d618135265c9,2025-04-17 10:15:10,1829.1,Appareil photo,France,2025-04-17 15:07:10
6801191e8628d618135265ca,2025-04-17 06:49:10,303.45,Écouteurs sans fil,Allemagne,2025-04-17 15:07:10
6801191e8628d618135265cb,2025-04-17 11:25:10,735.75,Console de jeux,Espagne,2025-04-17 15:07:10
6801191e8628d618135265cc,2025-04-17 01:55:10,1178.64,Tablette,France,2025-04-17 15:07:10
680119208628d618135265cd,2025-04-17 08:09:12,1933.14,Montre connectée,Allemagne,2025-04-17 15:07:12
680119208628d618135265ce,2025-04-16 21:02:12,1058.91,Console de jeux,Allemagne,2025-04-17 15:07:12
680119208628d618135265cf,2025-04-16 16:00:12,597.36,Téléphone intelligent,Belgique,2025-04-17 15:07:12
680119208628d618135265d0,2025-04-16 18:04:12,1937.79,Drone,Espagne,2025-04-17 15:07:12
680119208628d618135265d1,2025-04-16 16:24:12,1679.84,Montre connectée,Portugal,2025-04-17 15:07:12
680119238628d618135265d2,2025-04-17 01:58:15,1419.37,Appareil photo,Belgique,2025-04-17 15:07:15
680119238628d618135265d3,2025-04-17 11:02:15,1418.59,Console de jeux,Belgique,2025-04-17 15:07:15
680119238628d618135265d4,2025-04-16 18:32:15,1165.0,Montre connectée,France,2025-04-17 15:07:15
680119238628d618135265d5,2025-04-16 16:58:15,649.06,Appareil photo,Portugal,2025-04-17 15:07:15
680119238628d618135265d6,2025-04-17 06:49:15,1425.77,Téléphone intelligent,Portugal,2025-04-17 15:07:15
680119288628d618135265d7,2025-04-17 07:25:20,1545.41,Ordinateur portable,Royaume-Uni,2025-04-17 15:07:20
680119288628d618135265d8,2025-04-16 22:59:20,1014.58,Enceinte Bluetooth,Royaume-Uni,2025-04-17 15:07:20
680119298628d618135265d9,2025-04-17 06:15:21,471.97,Appareil photo,Allemagne,2025-04-17 15:07:21
680119298628d618135265da,2025-04-16 23:44:21,1679.45,Écouteurs sans fil,Italie,2025-04-17 15:07:21
680119298628d618135265db,2025-04-17 07:52:21,1360.74,Appareil photo,Italie,2025-04-17 15:07:21
680119298628d618135265dc,2025-04-17 04:09:21,283.02,Drone,Portugal,2025-04-17 15:07:21
6801192d8628d618135265dd,2025-04-17 07:31:25,360.89,Téléviseur,Espagne,2025-04-17 15:07:25
680119328628d618135265de,2025-04-16 22:52:30,1230.84,Appareil photo,France,2025-04-17 15:07:30
680119328628d618135265df,2025-04-17 08:06:30,1707.05,Appareil photo,Espagne,2025-04-17 15:07:30
680119328628d618135265e0,2025-04-16 17:26:30,700.25,Téléviseur,Autriche,2025-04-17 15:07:30
680119328628d618135265e1,2025-04-17 04:55:30,273.23,Tablette,Italie,2025-04-17 15:07:30
680119348628d618135265e2,2025-04-17 00:14:32,1081.83,Appareil photo,Belgique,2025-04-17 15:07:32
680119368628d618135265e3,2025-04-16 16:36:34,514.38,Drone,Belgique,2025-04-17 15:07:34
680119368628d618135265e4,2025-04-16 20:57:34,1207.87,Console de jeux,Suisse,2025-04-17 15:07:34
680119368628d618135265e5,2025-04-17 01:43:34,338.6,Enceinte Bluetooth,Suisse,2025-04-17 15:07:34
6801193a8628d618135265e6,2025-04-17 11:00:38,806.24,Ordinateur portable,Allemagne,2025-04-17 15:07:38
6801193a8628d618135265e7,2025-04-16 16:48:38,301.25,Appareil photo,Belgique,2025-04-17 15:07:38
6801193a8628d618135265e8,2025-04-17 04:00:38,1420.21,Téléviseur,Suisse,2025-04-17 15:07:38
6801193a8628d618135265e9,2025-04-17 14:53:38,152.59,Appareil photo,Autriche,2025-04-17 15:07:38
6801193b8628d618135265ea,2025-04-16 15:58:39,1112.84,Tablette,Italie,2025-04-17 15:07:39
6801193b8628d618135265eb,2025-04-16 16:40:39,890.44,Console de jeux,Autriche,2025-04-17 15:07:39
6801193b8628d618135265ec,2025-04-16 23:00:39,1639.51,Drone,Allemagne,2025-04-17 15:07:39
6801193e8628d618135265ed,2025-04-17 10:03:42,1248.86,Drone,Allemagne,2025-04-17 15:07:42
6801193e8628d618135265ee,2025-04-17 08:40:42,764.4,Appareil photo,Espagne,2025-04-17 15:07:42
6801193e8628d618135265ef,2025-04-16 21:28:42,1705.86,Appareil photo,Autriche,2025-04-17 15:07:42
6801193e8628d618135265f0,2025-04-16 21:39:42,1038.64,Ordinateur portable,Belgique,2025-04-17 15:07:42
680119418628d618135265f1,2025-04-17 08:57:45,439.13,Ordinateur portable,France,2025-04-17 15:07:45
680119418628d618135265f2,2025-04-16 18:03:45,230.09,Appareil photo,Belgique,2025-04-17 15:07:45
680119418628d618135265f3,2025-04-17 00:20:45,1622.6,Écouteurs sans fil,Pays-Bas,2025-04-17 15:07:45
680119418628d618135265f4,2025-04-17 01:37:45,904.57,Console de jeux,Portugal,2025-04-17 15:07:45
680119428628d618135265f5,2025-04-16 19:39:46,509.8,Console de jeux,Portugal,2025-04-17 15:07:46
680119428628d618135265f6,2025-04-17 00:48:46,880.39,Enceinte Bluetooth,Autriche,2025-04-17 15:07:46
680119468628d618135265f7,2025-04-17 06:05:50,1562.25,Écouteurs sans fil,Allemagne,2025-04-17 15:07:50
680119468628d618135265f8,2025-04-17 15:02:50,1441.04,Appareil photo,Autriche,2025-04-17 15:07:50
6801194a8628d618135265f9,2025-04-17 07:52:54,1450.39,Écouteurs sans fil,Autriche,2025-04-17 15:07:54
6801194a8628d618135265fa,2025-04-16 21:11:54,1138.11,Appareil photo,Portugal,2025-04-17 15:07:54
6801194e8628d618135265fb,2025-04-17 05:04:58,891.43,Enceinte Bluetooth,Portugal,2025-04-17 15:07:58
680119538628d618135265fc,2025-04-16 15:16:03,743.89,Tablette,France,2025-04-17 15:08:03
680119538628d618135265fd,2025-04-17 01:53:03,880.21,Écouteurs sans fil,Allemagne,2025-04-17 15:08:03
680119578628d618135265fe,2025-04-17 10:38:07,354.79,Ordinateur portable,France,2025-04-17 15:08:07
680119578628d618135265ff,2025-04-16 20:43:07,718.58,Écouteurs sans fil,Pays-Bas,2025-04-17 15:08:07
6801195b8628d61813526600,2025-04-17 04:05:11,307.19,Drone,Royaume-Uni,2025-04-17 15:08:11
6801195b8628d61813526601,2025-04-16 17:07:11,141.71,Console de jeux,Belgique,2025-04-17 15:08:11
6801195b8628d61813526602,2025-04-17 12:44:11,1822.3,Téléviseur,Italie,2025-04-17 15:08:11
6801195b8628d61813526603,2025-04-17 01:25:11,1876.34,Montre connectée,France,2025-04-17 15:08:11
6801195b8628d61813526604,2025-04-16 15:12:11,522.83,Téléphone intelligent,Royaume-Uni,2025-04-17 15:08:11
680119608628d61813526605,2025-04-17 04:50:16,611.42,Montre connectée,Autriche,2025-04-17 15:08:16
680119608628d61813526606,2025-04-17 12:32:16,572.47,Téléviseur,Autriche,2025-04-17 15:08:16
680119608628d61813526607,2025-04-17 01:32:16,638.64,Drone,Suisse,2025-04-17 15:08:16
680119638628d61813526608,2025-04-16 16:19:19,396.66,Enceinte Bluetooth,Espagne,2025-04-17 15:08:19
680119668628d61813526609,2025-04-17 01:37:22,1878.64,Console de jeux,France,2025-04-17 15:08:22
680119668628d6181352660a,2025-04-17 07:24:22,94.29,Ordinateur portable,Espagne,2025-04-17 15:08:22
680119698628d6181352660b,2025-04-17 06:15:25,1926.46,Tablette,Portugal,2025-04-17 15:08:25
680119698628d6181352660c,2025-04-16 19:23:25,1816.95,Console de jeux,Belgique,2025-04-17 15:08:25
680119698628d6181352660d,2025-04-16 21:58:25,111.12,Console de jeux,Belgique,2025-04-17 15:08:25
680119698628d6181352660e,2025-04-16 19:17:25,1850.14,Tablette,Belgique,2025-04-17 15:08:25
6801196c8628d6181352660f,2025-04-16 22:10:28,249.79,Appareil photo,Pays-Bas,2025-04-17 15:08:28
6801196d8628d61813526610,2025-04-16 19:17:29,1406.3,Enceinte Bluetooth,France,2025-04-17 15:08:29
680119718628d61813526611,2025-04-16 19:26:33,759.35,Montre connectée,Pays-Bas,2025-04-17 15:08:33
680119718628d61813526612,2025-04-17 11:59:33,1221.68,Téléphone intelligent,Espagne,2025-04-17 15:08:33
680119718628d61813526613,2025-04-16 17:56:33,1914.52,Montre connectée,Autriche,2025-04-17 15:08:33
680119718628d61813526614,2025-04-16 19:27:33,1842.91,Montre connectée,Royaume-Uni,2025-04-17 15:08:33
680119718628d61813526615,2025-04-16 23:25:33,1304.01,Tablette,Portugal,2025-04-17 15:08:33
680119748628d61813526616,2025-04-17 07:45:36,1385.32,Écouteurs sans fil,France,2025-04-17 15:08:36
680119768628d61813526617,2025-04-17 09:37:38,177.34,Console de jeux,Pays-Bas,2025-04-17 15:08:38
680119768628d61813526618,2025-04-17 14:10:38,1377.89,Ordinateur portable,Autriche,2025-04-17 15:08:38
680119768628d61813526619,2025-04-16 20:38:38,1166.23,Téléphone intelligent,Portugal,2025-04-17 15:08:38
680119768628d6181352661a,2025-04-17 03:52:38,730.81,Drone,Italie,2025-04-17 15:08:38
680119768628d6181352661b,2025-04-16 21:00:38,1938.66,Drone,Suisse,2025-04-17 15:08:38
680119778628d6181352661c,2025-04-17 15:04:39,1584.22,Téléviseur,Suisse,2025-04-17 15:08:39
6801197a8628d6181352661d,2025-04-16 15:47:42,682.51,Écouteurs sans fil,Allemagne,2025-04-17 15:08:42
6801197a8628d6181352661e,2025-04-17 11:40:42,1594.73,Téléviseur,Pays-Bas,2025-04-17 15:08:42
6801197a8628d6181352661f,2025-04-16 21:18:42,555.77,Drone,Portugal,2025-04-17 15:08:42
6801197e8628d61813526620,2025-04-17 02:32:46,1909.59,Montre connectée,Belgique,2025-04-17 15:08:46
680119818628d61813526621,2025-04-17 12:14:49,116.53,Drone,Suisse,2025-04-17 15:08:49
680119818628d61813526622,2025-04-17 04:33:49,276.41,Écouteurs sans fil,Italie,2025-04-17 15:08:49
680119858628d61813526623,2025-04-17 05:00:53,1233.35,Écouteurs sans fil,Pays-Bas,2025-04-17 15:08:53
680119858628d61813526624,2025-04-17 12:18:53,1720.03,Ordinateur portable,Suisse,2025-04-17 15:08:53
680119898628d61813526625,2025-04-17 11:06:57,715.37,Téléphone intelligent,Autriche,2025-04-17 15:08:57
680119898628d61813526626,2025-04-17 04:32:57,1531.92,Enceinte Bluetooth,France,2025-04-17 15:08:57
680119898628d61813526627,2025-04-16 23:25:57,1795.85,Drone,Pays-Bas,2025-04-17 15:08:57
680119898628d61813526628,2025-04-16 18:50:57,1717.77,Appareil photo,Allemagne,2025-04-17 15:08:57
680119898628d61813526629,2025-04-16 15:25:57,1204.66,Tablette,France,2025-04-17 15:08:57
6801198b8628d6181352662a,2025-04-17 07:51:59,1151.78,Écouteurs sans fil,Allemagne,2025-04-17 15:08:59
6801198b8628d6181352662b,2025-04-17 01:19:59,920.42,Téléviseur,Royaume-Uni,2025-04-17 15:08:59
6801198b8628d6181352662c,2025-04-17 01:12:59,109.29,Montre connectée,Suisse,2025-04-17 15:08:59
6801198b8628d6181352662d,2025-04-17 10:58:59,876.9,Ordinateur portable,Suisse,2025-04-17 15:08:59
6801198f8628d6181352662e,2025-04-16 19:52:03,461.29,Téléphone intelligent,Allemagne,2025-04-17 15:09:03
680119938628d6181352662f,2025-04-16 16:40:07,1574.16,Écouteurs sans fil,Pays-Bas,2025-04-17 15:09:07
680119988628d61813526630,2025-04-16 23:28:12,954.93,Téléviseur,France,2025-04-17 15:09:12
680119988628d61813526631,2025-04-16 15:20:12,1286.28,Enceinte Bluetooth,Suisse,2025-04-17 15:09:12
680119988628d61813526632,2025-04-16 18:18:12,461.59,Ordinateur portable,Espagne,2025-04-17 15:09:12
680119988628d61813526633,2025-04-16 23:21:12,1826.4,Appareil photo,Suisse,2025-04-17 15:09:12
680119988628d61813526634,2025-04-17 05:07:12,1438.61,Montre connectée,Suisse,2025-04-17 15:09:12
6801199b8628d61813526635,2025-04-16 20:27:15,1352.28,Enceinte Bluetooth,Portugal,2025-04-17 15:09:15
6801199b8628d61813526636,2025-04-17 08:55:15,1044.95,Drone,Allemagne,2025-04-17 15:09:15
6801199b8628d61813526637,2025-04-17 14:41:15,898.53,Enceinte Bluetooth,Allemagne,2025-04-17 15:09:15
6801199d8628d61813526638,2025-04-17 12:22:17,381.02,Appareil photo,Autriche,2025-04-17 15:09:17
6801199d8628d61813526639,2025-04-17 13:19:17,211.26,Téléviseur,Espagne,2025-04-17 15:09:17
6801199d8628d6181352663a,2025-04-16 22:34:17,868.77,Appareil photo,Pays-Bas,2025-04-17 15:09:17
6801199d8628d6181352663b,2025-04-17 01:12:17,366.15,Console de jeux,Portugal,2025-04-17 15:09:17
6801199e8628d6181352663c,2025-04-16 23:21:18,364.42,Appareil photo,France,2025-04-17 15:09:18
680119a18628d6181352663d,2025-04-17 10:33:20,197.4,Enceinte Bluetooth,Espagne,2025-04-17 15:09:21
680119a18628d6181352663e,2025-04-16 16:36:20,1646.65,Téléphone intelligent,Pays-Bas,2025-04-17 15:09:21
680119a18628d6181352663f,2025-04-16 22:33:21,434.33,Ordinateur portable,Royaume-Uni,2025-04-17 15:09:21
680119a18628d61813526640,2025-04-16 22:16:21,214.69,Tablette,Espagne,2025-04-17 15:09:21
680119a58628d61813526641,2025-04-17 14:25:25,120.42,Appareil photo,France,2025-04-17 15:09:25
680119a58628d61813526642,2025-04-16 16:16:25,214.88,Ordinateur portable,Belgique,2025-04-17 15:09:25
680119a58628d61813526643,2025-04-17 08:53:25,1632.22,Écouteurs sans fil,Italie,2025-04-17 15:09:25
680119a58628d61813526644,2025-04-17 01:19:25,1978.75,Téléviseur,Belgique,2025-04-17 15:09:25
680119a98628d61813526645,2025-04-17 01:20:29,1837.06,Enceinte Bluetooth,Suisse,2025-04-17 15:09:29
680119a98628d61813526646,2025-04-17 01:08:29,1833.02,Ordinateur portable,France,2025-04-17 15:09:29
680119a98628d61813526647,2025-04-16 21:34:29,1456.16,Drone,Pays-Bas,2025-04-17 15:09:29
680119a98628d61813526648,2025-04-16 16:15:29,496.16,Téléviseur,Espagne,2025-04-17 15:09:29
680119a98628d61813526649,2025-04-17 05:58:29,1702.24,Appareil photo,Allemagne,2025-04-17 15:09:29
680119ae8628d6181352664a,2025-04-17 14:11:34,927.36,Tablette,Allemagne,2025-04-17 15:09:34
680119ae8628d6181352664b,2025-04-16 22:23:34,174.1,Téléphone intelligent,Espagne,2025-04-17 15:09:34
680119b28628d6181352664c,2025-04-16 21:44:38,1952.6,Console de jeux,Royaume-Uni,2025-04-17 15:09:38
680119b28628d6181352664d,2025-04-16 21:22:38,1179.3,Drone,Pays-Bas,2025-04-17 15:09:38
680119b28628d6181352664e,2025-04-17 01:51:38,67.75,Tablette,Autriche,2025-04-17 15:09:38
680119b28628d6181352664f,2025-04-17 11:36:38,549.53,Tablette,Espagne,2025-04-17 15:09:38
680119b48628d61813526650,2025-04-17 11:59:40,1999.38,Écouteurs sans fil,Portugal,2025-04-17 15:09:40
680119b48628d61813526651,2025-04-16 16:24:40,1670.8,Téléphone intelligent,Espagne,2025-04-17 15:09:40
680119b78628d61813526652,2025-04-17 03:49:43,882.28,Enceinte Bluetooth,Pays-Bas,2025-04-17 15:09:43
680119b88628d61813526653,2025-04-17 10:53:44,655.09,Tablette,Autriche,2025-04-17 15:09:44
680119b98628d61813526654,2025-04-17 08:16:44,68.22,Téléphone intelligent,Royaume-Uni,2025-04-17 15:09:45
680119b98628d61813526655,2025-04-17 11:41:44,1804.55,Tablette,France,2025-04-17 15:09:45
680119b98628d61813526656,2025-04-17 14:17:44,510.93,Tablette,Belgique,2025-04-17 15:09:45
680119b98628d61813526657,2025-04-17 01:59:44,1949.31,Drone,Suisse,2025-04-17 15:09:45
680119bc8628d61813526658,2025-04-17 15:07:48,1540.17,Drone,Suisse,2025-04-17 15:09:48
680119bf8628d61813526659,2025-04-16 23:54:51,1682.0,Téléviseur,Royaume-Uni,2025-04-17 15:09:51
